date,bullish,neutral,bearish,spread
8-9-18,36.36%,32.60%,31.03%,0.053291
8-16-18,36.17%,34.75%,29.08%,0.070922
8-23-18,38.46%,34.47%,27.07%,0.11396
8-30-18,43.50%,32.11%,24.39%,0.191057
9-6-18,42.22%,31.48%,26.30%,0.159259
9-13-18,32.09%,35.07%,32.84%,-0.007462
9-20-18,32.04%,35.92%,32.04%,0
9-27-18,36.22%,32.68%,31.10%,0.051181
10-4-18,45.66%,29.22%,25.11%,0.205479
10-11-18,30.61%,33.94%,35.45%,-0.048484
10-18-18,33.94%,31.05%,35.02%,-0.010831
10-25-18,27.97%,31.03%,41.00%,-0.130269
11-1-18,37.93%,27.59%,34.48%,0.034482
11-8-18,41.28%,27.52%,31.19%,0.100917
11-15-18,35.09%,28.95%,35.96%,-0.008772
11-22-18,25.25%,27.61%,47.14%,-0.218855
11-29-18,33.88%,26.64%,39.47%,-0.055921
12-6-18,37.94%,31.56%,30.50%,0.074468
12-13-18,20.90%,30.23%,48.87%,-0.279661
12-20-18,24.86%,27.84%,47.30%,-0.224324
12-27-18,31.55%,18.15%,50.30%,-0.1875
1-3-19,33.02%,24.21%,42.77%,-0.097484
1-10-19,38.46%,32.17%,29.37%,0.090909
1-17-19,33.53%,30.21%,36.25%,-0.027191
1-24-19,37.66%,30.03%,32.32%,0.053435
1-31-19,31.76%,36.49%,31.76%,0
2-7-19,39.87%,37.34%,22.78%,0.170886
2-14-19,35.10%,39.82%,25.07%,0.100295
2-21-19,39.32%,35.29%,25.39%,0.139319
2-28-19,41.63%,38.37%,20.00%,0.216327
3-7-19,37.39%,35.87%,26.75%,0.106383
3-14-19,32.42%,36.52%,31.06%,0.013652
3-21-19,37.30%,39.29%,23.41%,0.138889
3-28-19,33.20%,39.60%,27.20%,0.06
4-4-19,35.02%,36.71%,28.27%,0.067511
4-11-19,40.29%,39.33%,20.38%,0.199041
4-18-19,37.56%,40.61%,21.83%,0.157361
4-25-19,33.52%,46.31%,20.17%,0.133522
5-2-19,39.02%,39.63%,21.34%,0.176829
5-9-19,43.12%,33.70%,23.19%,0.199275
5-16-19,29.82%,30.88%,39.30%,-0.094736
5-23-19,24.71%,39.22%,36.08%,-0.113725
5-30-19,24.79%,35.12%,40.08%,-0.152892
6-6-19,22.53%,34.89%,42.58%,-0.200549
6-13-19,26.84%,38.96%,34.20%,-0.073593
6-20-19,29.51%,38.36%,32.13%,-0.026229
6-27-19,29.59%,38.36%,32.05%,-0.024658
7-3-19,33.16%,34.49%,32.35%,0.008022
7-11-19,33.61%,38.89%,27.50%,0.061111
7-18-19,35.93%,35.43%,28.64%,0.072864
7-25-19,31.74%,36.24%,32.02%,-0.002809
8-1-19,38.44%,37.50%,24.06%,0.14375
8-8-19,21.66%,30.15%,48.20%,-0.265392
8-15-19,23.18%,31.97%,44.85%,-0.216738
8-22-19,26.64%,33.64%,39.72%,-0.130841
8-29-19,26.13%,31.66%,42.21%,-0.160804
9-5-19,28.64%,31.85%,39.51%,-0.108642
9-12-19,33.13%,35.63%,31.25%,0.01875
9-19-19,35.34%,36.84%,27.82%,0.075188
9-26-19,29.37%,37.37%,33.26%,-0.038876
10-3-19,21.37%,39.19%,39.44%,-0.180662
10-10-19,20.31%,35.73%,43.96%,-0.236504
10-17-19,33.62%,35.33%,31.05%,0.025641
10-24-19,35.60%,36.13%,28.27%,0.073298
10-31-19,33.98%,37.59%,28.43%,0.055422
11-7-19,40.30%,35.77%,23.93%,0.163728
11-14-19,40.72%,34.46%,24.82%,0.159036
11-21-19,34.24%,36.72%,29.03%,0.052109
11-29-19,33.64%,36.09%,30.28%,0.033639
12-5-19,31.72%,39.16%,29.13%,0.02589
12-12-19,37.63%,36.32%,26.05%,0.11579
12-19-19,44.09%,35.43%,20.47%,0.236221
12-26-19,41.89%,36.58%,21.53%,0.20354
1-2-20,37.22%,40.91%,21.88%,0.153409
1-9-20,33.07%,37.04%,29.89%,0.031746
1-16-20,41.83%,30.66%,27.51%,0.143266
1-23-20,45.60%,29.63%,24.77%,0.208334
1-30-20,31.98%,31.17%,36.86%,-0.048781
2-6-20,33.87%,30.91%,35.22%,-0.013441
2-13-20,41.33%,32.27%,26.40%,0.149333
2-20-20,40.56%,30.77%,28.67%,0.118881
2-27-20,30.43%,30.43%,39.13%,-0.086956
3-5-20,38.74%,21.62%,39.64%,-0.009009
3-12-20,29.74%,18.95%,51.31%,-0.215686
3-19-20,34.35%,14.50%,51.15%,-0.167939
3-26-20,32.90%,15.03%,52.07%,-0.191709
4-2-20,34.24%,16.03%,49.73%,-0.154892
4-9-20,36.60%,18.73%,44.67%,-0.080692
4-16-20,34.86%,22.39%,42.75%,-0.07888
4-23-20,24.86%,25.14%,50.00%,-0.251366
4-30-20,30.60%,25.37%,44.03%,-0.134329
5-7-20,23.67%,23.67%,52.66%,-0.289941
5-14-20,23.31%,26.07%,50.61%,-0.273006
5-21-20,29.00%,25.97%,45.02%,-0.160173
5-28-20,33.07%,24.80%,42.13%,-0.090551
6-4-20,34.55%,26.58%,38.87%,-0.043189
6-11-20,34.28%,27.67%,38.05%,-0.037736
6-18-20,24.37%,27.85%,47.78%,-0.234177
6-25-20,24.14%,26.96%,48.90%,-0.247649
7-2-20,22.15%,31.96%,45.89%,-0.237342
7-9-20,27.16%,30.17%,42.67%,-0.155172
7-16-20,30.84%,23.79%,45.37%,-0.145374
7-23-20,26.06%,27.11%,46.83%,-0.207747
7-30-20,20.23%,31.30%,48.47%,-0.282443
8-6-20,23.29%,29.11%,47.60%,-0.24315
8-13-20,30.04%,27.84%,42.12%,-0.120879
8-20-20,30.39%,27.21%,42.40%,-0.120141
8-27-20,32.08%,28.30%,39.62%,-0.075471
9-3-20,30.80%,27.43%,41.77%,-0.109705
9-10-20,23.71%,27.84%,48.45%,-0.247423
9-17-20,32.02%,27.59%,40.39%,-0.083744
9-24-20,24.89%,29.11%,45.99%,-0.210971
10-1-20,26.24%,30.69%,43.07%,-0.168317
10-8-20,34.74%,26.29%,38.97%,-0.042253
10-15-20,34.78%,29.47%,35.75%,-0.009662
10-22-20,35.75%,31.22%,33.03%,0.027149
10-29-20,35.29%,29.41%,35.29%,0
11-5-20,37.96%,30.56%,31.48%,0.064815
11-12-20,55.84%,19.29%,24.87%,0.309645
11-19-20,44.35%,29.29%,26.36%,0.179917
11-27-20,47.25%,25.27%,27.47%,0.197802
12-3-20,49.07%,28.25%,22.68%,0.26394
12-10-20,48.06%,25.09%,26.86%,0.212014
12-17-20,43.43%,30.28%,26.29%,0.171315
12-24-20,43.57%,34.44%,21.99%,0.215768
12-31-20,46.08%,27.12%,26.80%,0.19281
1-7-21,45.19%,23.08%,31.73%,0.1346
1-21-21,42.55%,22.98%,34.47%,0.080746
1-28-21,37.66%,24.03%,38.31%,-0.006494
2-4-21,37.35%,27.06%,35.59%,0.017647
2-11-21,45.45%,28.28%,26.26%,0.191919
2-18-21,47.06%,27.55%,25.39%,0.216718
2-25-21,45.93%,30.29%,23.78%,0.221498
3-4-21,40.26%,34.42%,25.32%,0.14935
3-11-21,49.41%,27.06%,23.53%,0.258824
3-18-21,48.94%,27.46%,23.59%,0.253522
3-25-21,50.95%,28.48%,20.57%,0.303798
4-1-21,45.83%,30.95%,23.21%,0.22619
4-8-21,56.91%,22.70%,20.39%,0.365132
4-15-21,53.82%,21.59%,24.58%,0.292359
4-22-21,52.68%,26.81%,20.50%,0.321767
4-29-21,42.57%,31.76%,25.68%,0.168919
5-6-21,44.31%,32.55%,23.14%,0.211764
5-13-21,36.52%,36.52%,26.96%,0.095563
5-20-21,37.03%,36.71%,26.27%,0.107595
5-27-21,36.43%,37.14%,26.43%,0.1
6-3-21,44.07%,36.17%,19.76%,0.243161
6-10-21,40.23%,39.10%,20.68%,0.195489
6-17-21,41.12%,32.71%,26.17%,0.149533
6-24-21,40.42%,36.25%,23.33%,0.170834
7-1-21,48.65%,29.19%,22.16%,0.264864
7-8-21,40.20%,35.29%,24.51%,0.156863
7-15-21,36.17%,37.02%,26.81%,0.093617
7-22-21,30.65%,38.71%,30.65%,0
7-29-21,36.16%,39.73%,24.11%,0.120536
8-5-21,36.07%,32.24%,31.69%,0.043716
8-12-21,36.97%,31.51%,31.51%,0.054622
8-19-21,33.17%,31.73%,35.10%,-0.019231
8-26-21,39.56%,27.47%,32.97%,0.065934
9-2-21,43.43%,23.23%,33.33%,0.10101
9-9-21,38.89%,33.89%,27.22%,0.116667
9-16-21,22.45%,38.27%,39.29%,-0.168367
9-23-21,29.90%,30.93%,39.18%,-0.092784
9-30-21,28.14%,31.14%,40.72%,-0.125749
10-7-21,25.47%,37.74%,36.79%,-0.113208
10-14-21,37.91%,30.33%,31.75%,0.061611
10-21-21,46.89%,25.36%,27.75%,0.191388
10-27-21,39.83%,30.74%,29.44%,0.103896
11-4-21,41.50%,32.50%,26.00%,0.155
11-11-21,48.00%,28.00%,24.00%,0.24
11-18-21,38.84%,33.93%,27.23%,0.116072
11-24-21,33.81%,30.48%,35.71%,-0.019048
12-2-21,26.67%,30.95%,42.38%,-0.157143
12-9-21,29.72%,39.76%,30.52%,-0.008032
12-16-21,25.24%,35.44%,39.32%,-0.140777
12-23-21,29.57%,36.56%,33.87%,-0.043011
12-30-21,37.66%,31.80%,30.54%,0.07113
1-6-22,32.76%,33.91%,33.33%,-0.005747
1-13-22,24.91%,36.80%,38.29%,-0.133829
1-20-22,20.96%,32.31%,46.72%,-0.257642
1-27-22,23.14%,23.92%,52.94%,-0.298039
2-3-22,26.49%,29.85%,43.66%,-0.171642
2-10-22,24.36%,40.17%,35.47%,-0.111111
2-17-22,19.25%,37.56%,43.19%,-0.239437
2-24-22,23.39%,22.94%,53.67%,-0.302752
3-3-22,30.39%,28.18%,41.44%,-0.110498
3-10-22,24.00%,30.22%,45.78%,-0.217778
3-17-22,22.47%,27.75%,49.78%,-0.273127
3-24-22,32.80%,31.75%,35.45%,-0.026455
3-31-22,31.88%,40.58%,27.54%,0.043479
4-7-22,24.71%,33.91%,41.38%,-0.166667
4-14-22,15.84%,35.75%,48.42%,-0.325792
4-21-22,18.87%,37.26%,43.87%,-0.25
4-28-22,16.44%,24.20%,59.36%,-0.429223
5-5-22,26.87%,20.26%,52.86%,-0.259912
5-12-22,24.32%,26.64%,49.03%,-0.247104
5-19-22,25.97%,23.64%,50.39%,-0.244186
5-26-22,19.85%,26.65%,53.50%,-0.336484
6-2-22,32.02%,30.92%,37.06%,-0.050439
6-9-22,21.02%,32.10%,46.88%,-0.258523
6-16-22,19.44%,22.22%,58.33%,-0.388889
6-23-22,18.20%,22.46%,59.34%,-0.411348
6-30-22,22.78%,30.52%,46.70%,-0.23918
7-7-22,19.38%,27.81%,52.81%,-0.33427
7-14-22,26.89%,26.59%,46.53%,-0.196375
7-21-22,29.59%,28.22%,42.19%,-0.126028
7-28-22,27.72%,32.18%,40.10%,-0.123762
8-4-22,30.56%,30.56%,38.89%,-0.083333
8-11-22,32.15%,31.19%,36.66%,-0.045016
8-18-22,33.33%,29.51%,37.15%,-0.038195
8-25-22,27.70%,29.92%,42.38%,-0.146815
9-1-22,21.92%,27.67%,50.41%,-0.284932
9-8-22,18.07%,28.66%,53.27%,-0.352025
9-15-22,26.13%,27.87%,45.99%,-0.198606
9-22-22,17.73%,21.40%,60.87%,-0.431438
9-29-22,19.95%,19.24%,60.81%,-0.408551
10-6-22,23.92%,21.33%,54.76%,-0.308357
10-13-22,20.36%,23.71%,55.93%,-0.355624
10-20-22,22.60%,21.19%,56.21%,-0.336158
10-27-22,26.59%,27.75%,45.66%,-0.190751
11-3-22,30.56%,36.54%,32.89%,-0.023256
11-10-22,25.09%,27.87%,47.04%,-0.219512
11-17-22,33.45%,26.33%,40.21%,-0.067615
11-24-22,28.86%,30.90%,40.23%,-0.113702
12-1-22,24.47%,35.11%,40.43%,-0.159574
12-8-22,24.73%,33.45%,41.82%,-0.170909
12-15-22,24.30%,31.08%,44.62%,-0.203187
12-22-22,20.31%,27.38%,52.31%,-0.32
12-29-22,26.49%,25.89%,47.62%,-0.211309
1-5-23,20.51%,37.50%,41.99%,-0.214744
1-12-23,24.03%,36.04%,39.93%,-0.15901
1-19-23,30.97%,35.96%,33.07%,-0.020998
1-26-23,28.37%,34.96%,36.68%,-0.083094
2-2-23,29.90%,35.55%,34.55%,-0.046512
2-9-23,37.50%,37.50%,25.00%,0.125
2-16-23,34.12%,37.06%,28.82%,0.052941
2-23-23,21.65%,39.76%,38.59%,-0.169411
3-2-23,23.38%,31.82%,44.81%,-0.214286
3-9-23,24.83%,33.45%,41.72%,-0.168965
3-16-23,19.22%,32.38%,48.40%,-0.291815
3-23-23,20.95%,30.17%,48.88%,-0.27933
3-30-23,22.51%,31.87%,45.61%,-0.231
4-6-23,33.33%,31.65%,35.02%,-0.0169
4-13-23,26.05%,39.46%,34.48%,-0.0843
4-20-23,27.22%,37.66%,35.13%,-0.079114
4-27-23,24.14%,37.36%,38.51%,-0.143678
5-4-23,24.08%,31.02%,44.90%,-0.208164
5-11-23,29.39%,29.39%,41.22%,-0.118321
5-18-23,22.90%,37.37%,39.73%,-0.16835
5-25-23,27.38%,32.92%,39.69%,-0.123077
6-1-23,29.05%,34.12%,36.82%,-0.077702
6-8-23,44.55%,31.15%,24.30%,0.202492
6-15-23,45.18%,32.12%,22.70%,0.224839
6-22-23,42.86%,29.39%,27.76%,0.15102
6-29-23,41.93%,30.60%,27.47%,0.144578
7-6-23,46.39%,29.12%,24.48%,0.219073
7-13-23,41.00%,33.14%,25.87%,0.151263
7-20-23,51.36%,27.15%,21.49%,0.298643
7-27-23,44.91%,30.98%,24.12%,0.2079
8-3-23,48.98%,29.70%,21.32%,0.27665
8-10-23,44.70%,29.80%,25.50%,0.191977
8-17-23,35.89%,33.97%,30.14%,0.057534
8-24-23,32.27%,31.81%,35.93%,-0.036614
8-31-23,33.09%,32.37%,34.53%,-0.014389
9-7-23,42.19%,28.22%,29.59%,0.126028
9-14-23,34.42%,36.36%,29.22%,0.051948
9-21-23,31.30%,34.10%,34.61%,-0.033079
9-28-23,27.79%,31.27%,40.94%,-0.131513
10-5-23,30.10%,28.32%,41.58%,-0.114796
10-12-23,40.00%,23.51%,36.49%,0.035135
10-19-23,34.07%,31.32%,34.62%,-0.005495
10-26-23,29.28%,27.54%,43.18%,-0.138958
11-2-23,24.31%,25.41%,50.28%,-0.259668
11-9-23,42.60%,30.18%,27.22%,0.153847
11-16-23,43.78%,28.11%,28.11%,0.156757
11-23-23,45.30%,31.05%,23.65%,0.216524
11-30-23,48.76%,31.68%,19.57%,0.291926
12-7-23,47.31%,25.27%,27.42%,0.198924
12-14-23,51.30%,29.39%,19.31%,0.319884
12-21-23,52.92%,26.18%,20.89%,0.320334
12-28-23,46.33%,28.61%,25.06%,0.212658
1-4-24,48.56%,27.94%,23.50%,0.250653
1-11-24,48.59%,27.25%,24.16%,0.244216
1-18-24,40.38%,32.86%,26.76%,0.13615
1-25-24,39.27%,34.63%,26.10%,0.131707
2-1-24,49.07%,26.40%,24.53%,0.245334
2-8-24,49.03%,28.41%,22.56%,0.264624
2-15-24,42.17%,31.06%,26.77%,0.15404
2-22-24,44.28%,29.52%,26.20%,0.180723
2-29-24,46.50%,32.17%,21.34%,0.251592
3-7-24,51.74%,26.50%,21.77%,0.299684
3-14-24,45.90%,32.22%,21.88%,0.240122
3-21-24,43.20%,29.61%,27.19%,0.160121
3-28-24,50.00%,27.55%,22.45%,0.27551
4-4-24,47.29%,30.49%,22.22%,0.250646
4-11-24,43.44%,32.51%,24.04%,0.193989
4-18-24,38.27%,27.76%,33.96%,0.043126
4-25-24,32.13%,33.93%,33.93%,-0.017995
5-2-24,38.49%,29.02%,32.49%,0.059937
5-9-24,40.82%,35.37%,23.81%,0.170068
5-16-24,40.86%,35.88%,23.26%,0.17608
5-23-24,47.04%,26.64%,26.32%,0.207237
5-30-24,39.04%,34.25%,26.71%,0.123288
6-6-24,38.97%,29.04%,31.99%,0.069853
6-13-24,44.59%,29.73%,25.68%,0.189189
6-20-24,44.37%,33.12%,22.51%,0.21865
6-27-24,44.49%,27.17%,28.35%,0.161417
7-4-24,41.74%,32.17%,26.09%,0.156521
7-11-24,49.18%,29.10%,21.72%,0.27459
7-18-24,52.75%,23.81%,23.44%,0.293041
7-25-24,43.17%,25.09%,31.73%,0.114391
8-1-24,44.88%,29.92%,25.20%,0.19685
8-8-24,40.54%,22.01%,37.45%,0.030888
8-15-24,42.54%,28.57%,28.89%,0.136508
8-22-24,51.61%,24.73%,23.66%,0.27957
8-29-24,51.16%,21.86%,26.98%,0.241861
9-5-24,45.33%,29.76%,24.91%,0.204152
9-12-24,39.80%,29.25%,30.95%,0.088435
9-19-24,50.83%,22.77%,26.40%,0.244225
9-26-24,49.62%,26.69%,23.68%,0.259399
10-3-24,45.45%,27.27%,27.27%,0.181818
10-10-24,49.01%,30.43%,20.55%,0.284585
10-17-24,45.45%,29.17%,25.38%,0.200757
10-24-24,37.70%,32.38%,29.92%,0.077869
10-31-24,39.49%,29.61%,30.90%,0.085837
11-7-24,41.54%,30.88%,27.57%,0.139706
11-14-24,49.84%,21.81%,28.35%,0.214953
11-21-24,41.29%,25.48%,33.23%,0.080645
11-28-24,37.05%,24.30%,38.65%,-0.015936
12-5-24,48.33%,21.00%,30.67%,0.176666
12-12-24,43.33%,25.00%,31.67%,0.116666
12-19-24,40.71%,27.86%,31.43%,0.092857
12-26-24,37.80%,28.05%,34.15%,0.036586
1-2-25,35.44%,30.38%,34.18%,0.012658
1-9-25,34.67%,27.96%,37.37%,-0.026982
1-16-25,25.43%,34.00%,40.57%,-0.151428
1-23-25,43.43%,27.14%,29.43%,0.14
1-30-25,40.96%,25.00%,34.04%,0.069278
2-6-25,33.33%,23.81%,42.86%,-0.095238
2-13-25,28.42%,24.32%,47.27%,-0.188525
2-20-25,29.19%,30.35%,40.46%,-0.112716
2-27-25,19.38%,20.00%,60.62%,-0.412308
3-6-25,19.33%,23.56%,57.11%,-0.377778
3-13-25,19.11%,21.66%,59.24%,-0.401274
3-20-25,21.58%,20.30%,58.12%,-0.365385
3-27-25,27.42%,20.43%,52.15%,-0.247311
4-3-25,21.76%,16.32%,61.92%,-0.401554
